time_local,issue_date,horizon_h,plant_p50,plant_p10,plant_p90,plant_mean,T1_p50,T1_p10,T1_p90,T1_mean,T2_p50,T2_p10,T2_p90,T2_mean
2026-02-08 01:00:00,2026-02-07,15.0,0.9626,0.8436,1.0,0.9322,0.983,0.8273,0.9987,0.9456,0.9698,0.8336,0.9912,0.9282
2026-02-08 02:00:00,2026-02-07,16.0,0.9466,0.7594,1.0,0.9021,0.9691,0.7558,0.9983,0.9332,0.9636,0.7257,0.993,0.901
2026-02-08 03:00:00,2026-02-07,17.0,0.9498,0.6471,1.0,0.8527,0.9514,0.6299,0.9981,0.8651,0.9525,0.5966,0.9918,0.852
2026-02-08 04:00:00,2026-02-07,18.0,0.886,0.4979,1.0,0.8141,0.8504,0.4699,1.0,0.7988,0.8935,0.4336,0.9917,0.7908
2026-02-08 05:00:00,2026-02-07,19.0,0.8188,0.4783,1.0,0.7623,0.8018,0.4492,0.9901,0.7353,0.8464,0.4362,0.9916,0.7258
2026-02-08 06:00:00,2026-02-07,20.0,0.7994,0.3454,1.0,0.7014,0.7833,0.3462,0.9784,0.7078,0.8258,0.3264,0.9874,0.7
2026-02-08 07:00:00,2026-02-07,21.0,0.7144,0.2835,1.0,0.6676,0.6859,0.2923,0.9603,0.6566,0.7408,0.2924,0.961,0.6554
2026-02-08 08:00:00,2026-02-07,22.0,0.5202,0.1219,0.9357,0.5164,0.5448,0.1404,0.8976,0.5381,0.5141,0.1243,0.9021,0.5538
2026-02-08 09:00:00,2026-02-07,23.0,0.3324,0.0187,0.7884,0.3489,0.3227,0.0259,0.7695,0.3491,0.3437,0.0297,0.7573,0.3668
2026-02-08 10:00:00,2026-02-07,24.0,0.1887,0.0,0.6473,0.1785,0.2074,0.0,0.5816,0.2142,0.1987,0.0004,0.5748,0.2072
2026-02-08 11:00:00,2026-02-07,25.0,0.0588,0.0,0.2917,0.0878,0.0672,0.0,0.2744,0.0937,0.0735,0.0,0.2748,0.0974
2026-02-08 12:00:00,2026-02-07,26.0,0.0301,0.0,0.1246,0.0671,0.0295,0.0,0.1337,0.0581,0.0275,0.0,0.1028,0.0435
2026-02-08 13:00:00,2026-02-07,27.0,0.0163,0.0,0.0506,0.0489,0.0134,0.0,0.096,0.0483,0.0208,0.0,0.0808,0.0443
2026-02-08 14:00:00,2026-02-07,28.0,0.0395,0.0,0.1507,0.0863,0.0433,0.0,0.1705,0.0816,0.0482,0.0,0.1635,0.0872
2026-02-08 15:00:00,2026-02-07,29.0,0.3612,0.0,0.6711,0.3824,0.2517,0.0123,0.6796,0.343,0.3191,0.0037,0.744,0.3675
2026-02-08 16:00:00,2026-02-07,30.0,0.8281,0.2083,1.0,0.7881,0.7565,0.2007,0.9909,0.7955,0.7953,0.2255,1.0,0.781
2026-02-08 17:00:00,2026-02-07,31.0,0.9809,0.7469,1.0,0.9701,0.9645,0.7873,1.0,0.9819,0.9889,0.7841,1.0,0.9821
2026-02-08 18:00:00,2026-02-07,32.0,0.9742,0.8844,1.0,0.9956,0.9892,0.8943,1.0,1.0,0.9895,0.9351,1.0,1.0
2026-02-08 19:00:00,2026-02-07,33.0,0.9867,0.9618,1.0,0.9894,0.9894,0.9779,1.0,1.0,0.985,0.9702,0.9988,0.9969
2026-02-08 20:00:00,2026-02-07,34.0,0.9876,0.9664,1.0,0.9878,0.9882,0.9753,0.9999,0.9959,0.9834,0.9688,0.997,0.9991
2026-02-08 21:00:00,2026-02-07,35.0,0.9876,0.9627,1.0,0.9945,0.989,0.9688,1.0,1.0,0.9837,0.9609,0.9969,0.9913
2026-02-08 22:00:00,2026-02-07,36.0,0.9816,0.9629,1.0,0.9949,0.9917,0.9792,1.0,1.0,0.9831,0.948,1.0,0.9846
2026-02-08 23:00:00,2026-02-07,37.0,0.9813,0.9578,1.0,0.9898,0.9916,0.9792,1.0,1.0,0.9825,0.9474,1.0,0.9842
2026-02-09 00:00:00,2026-02-08,14.0,0.981,0.9453,1.0,0.9822,0.9893,0.9643,1.0,0.996,0.9808,0.9037,0.999,0.9751
2026-02-09 01:00:00,2026-02-08,15.0,0.9805,0.9402,0.9986,0.9816,0.9893,0.9632,1.0,0.9876,0.9796,0.9004,0.9931,0.9742
2026-02-09 02:00:00,2026-02-08,16.0,0.9805,0.946,1.0,0.9896,0.9894,0.9781,1.0,0.996,0.9793,0.9137,0.9942,0.9739
2026-02-09 03:00:00,2026-02-08,17.0,0.9808,0.9361,1.0,0.9801,0.9894,0.9665,1.0,0.9952,0.977,0.9014,0.9994,0.9759
2026-02-09 04:00:00,2026-02-08,18.0,0.9817,0.942,1.0,0.9773,0.9894,0.9619,1.0,0.9962,0.9771,0.9278,0.9927,0.9755
2026-02-09 05:00:00,2026-02-08,19.0,0.9811,0.9559,1.0,0.9747,0.9894,0.9584,0.9997,0.9974,0.979,0.9349,0.9958,0.9769
2026-02-09 06:00:00,2026-02-08,20.0,0.9834,0.9613,1.0,0.9763,0.9894,0.9658,0.9996,1.0,0.9778,0.9584,0.9978,0.9757
2026-02-09 07:00:00,2026-02-08,21.0,0.9792,0.9565,0.9987,0.9724,0.9894,0.9695,0.9997,0.9982,0.9799,0.944,1.0,0.9756
2026-02-09 08:00:00,2026-02-08,22.0,0.9804,0.9575,0.9993,0.9631,0.9894,0.9655,0.9997,0.9877,0.9784,0.9428,1.0,0.9741
2026-02-09 09:00:00,2026-02-08,23.0,0.9781,0.9591,0.9994,0.9589,0.9894,0.9696,1.0,0.9755,0.9786,0.9554,0.9962,0.9724
2026-02-09 10:00:00,2026-02-08,24.0,0.9812,0.9584,1.0,0.9686,0.9895,0.9393,1.0,0.9933,0.9804,0.9567,0.9948,0.9726
2026-02-09 11:00:00,2026-02-08,25.0,0.9774,0.9214,0.998,0.9667,0.9879,0.9188,1.0,0.9807,0.9766,0.9416,0.9906,0.9767
2026-02-09 12:00:00,2026-02-08,26.0,0.9788,0.9275,0.9984,0.9668,0.9879,0.9465,0.9998,0.9797,0.9748,0.9435,0.9942,0.9746
2026-02-09 13:00:00,2026-02-08,27.0,0.98,0.9576,0.9982,0.9684,0.9889,0.9562,1.0,0.9862,0.9824,0.9405,0.9955,0.97
2026-02-09 14:00:00,2026-02-08,28.0,0.9768,0.9564,0.9982,0.9731,0.9894,0.9406,1.0,0.9863,0.9787,0.9514,1.0,0.9676
2026-02-09 15:00:00,2026-02-08,29.0,0.9799,0.9328,1.0,0.9756,0.9883,0.9358,1.0,0.9787,0.9743,0.9405,1.0,0.968
2026-02-09 16:00:00,2026-02-08,30.0,0.9802,0.9209,0.9994,0.9597,0.9828,0.9326,1.0,0.9717,0.9757,0.9192,1.0,0.9657
2026-02-09 17:00:00,2026-02-08,31.0,0.9772,0.8398,1.0,0.9437,0.974,0.8206,1.0,0.9483,0.9762,0.8069,0.9993,0.9571
2026-02-09 18:00:00,2026-02-08,32.0,0.8938,0.6009,1.0,0.8486,0.9072,0.6107,0.9966,0.8768,0.9045,0.5824,0.9861,0.8564
2026-02-09 19:00:00,2026-02-08,33.0,0.7168,0.3564,0.9963,0.7053,0.7048,0.3736,0.9998,0.731,0.6905,0.3327,0.9827,0.7232
2026-02-09 20:00:00,2026-02-08,34.0,0.6598,0.1923,0.9902,0.6422,0.6768,0.2067,0.9902,0.6003,0.6558,0.163,0.9933,0.6428
2026-02-09 21:00:00,2026-02-08,35.0,0.3733,0.0165,0.9054,0.433,0.4168,0.0268,0.8496,0.4266,0.3578,0.0334,0.8698,0.469
2026-02-09 22:00:00,2026-02-08,36.0,0.248,0.0,0.6347,0.2568,0.2088,0.0108,0.5994,0.2268,0.1896,0.0054,0.6478,0.268
2026-02-09 23:00:00,2026-02-08,37.0,0.1493,0.0,0.5082,0.1715,0.1434,0.0017,0.421,0.1545,0.1289,0.0,0.4691,0.1583
2026-02-10 00:00:00,2026-02-09,14.0,0.0831,0.0,0.3052,0.1204,0.0879,0.0021,0.2879,0.1364,0.073,0.0,0.2941,0.1052
2026-02-10 01:00:00,2026-02-09,15.0,0.071,0.0,0.2858,0.105,0.0582,0.0013,0.2527,0.1149,0.0496,0.0,0.2666,0.0871
2026-02-10 02:00:00,2026-02-09,16.0,0.0606,0.0,0.2695,0.1015,0.042,0.0015,0.2526,0.1051,0.0301,0.0,0.2032,0.0774
2026-02-10 03:00:00,2026-02-09,17.0,0.0641,0.0,0.2837,0.1022,0.0501,0.0009,0.2949,0.1155,0.044,0.0,0.2767,0.0973
2026-02-10 04:00:00,2026-02-09,18.0,0.0972,0.0,0.3773,0.1347,0.0969,0.0009,0.4167,0.1585,0.0796,0.0,0.3451,0.1448
2026-02-10 05:00:00,2026-02-09,19.0,0.1161,0.0,0.3244,0.139,0.1075,0.0038,0.3646,0.1344,0.1014,0.0,0.3227,0.11
2026-02-10 06:00:00,2026-02-09,20.0,0.1337,0.0051,0.5447,0.2335,0.1558,0.0133,0.6394,0.2089,0.1444,0.0114,0.6351,0.2166
2026-02-10 07:00:00,2026-02-09,21.0,0.1888,0.0,0.6375,0.2715,0.1821,0.013,0.7354,0.2719,0.2282,0.0042,0.73,0.2924
2026-02-10 08:00:00,2026-02-09,22.0,0.2178,0.0,0.5682,0.2826,0.2103,0.003,0.6587,0.2485,0.2367,0.0037,0.6502,0.3243
2026-02-10 09:00:00,2026-02-09,23.0,0.218,0.0,0.6032,0.2635,0.214,0.0032,0.6702,0.2781,0.2298,0.0,0.6185,0.2748
2026-02-10 10:00:00,2026-02-09,24.0,0.1417,0.0,0.5874,0.2215,0.1663,0.0,0.5788,0.2247,0.1834,0.0,0.6286,0.241
2026-02-10 11:00:00,2026-02-09,25.0,0.1541,0.0,0.6357,0.2445,0.1775,0.0007,0.6665,0.2223,0.1823,0.0,0.6204,0.2605
2026-02-10 12:00:00,2026-02-09,26.0,0.2044,0.0035,0.6403,0.2903,0.2021,0.0069,0.6305,0.2344,0.2456,0.0,0.6257,0.2746
2026-02-10 13:00:00,2026-02-09,27.0,0.2423,0.0005,0.7201,0.2887,0.2761,0.0114,0.6714,0.2813,0.2917,0.0029,0.6836,0.3133
2026-02-10 14:00:00,2026-02-09,28.0,0.256,0.0041,0.7459,0.3498,0.2647,0.0102,0.7703,0.3167,0.3129,0.0037,0.7794,0.3779
2026-02-10 15:00:00,2026-02-09,29.0,0.2851,0.0215,0.8024,0.3165,0.3132,0.0203,0.7909,0.3566,0.3044,0.0072,0.8019,0.3469
2026-02-10 16:00:00,2026-02-09,30.0,0.3017,0.0165,0.821,0.3196,0.3124,0.0196,0.8276,0.3418,0.2973,0.0032,0.7824,0.3843
2026-02-10 17:00:00,2026-02-09,31.0,0.2426,0.0022,0.7601,0.3094,0.3033,0.0104,0.7524,0.3781,0.2526,0.0028,0.7427,0.2973
2026-02-10 18:00:00,2026-02-09,32.0,0.1794,0.0,0.7019,0.2658,0.2248,0.0023,0.6476,0.2975,0.2143,0.0,0.6936,0.2889
2026-02-10 19:00:00,2026-02-09,33.0,0.2511,0.0,0.6297,0.3016,0.2609,0.0027,0.7349,0.2954,0.2517,0.0,0.6604,0.2872
2026-02-10 20:00:00,2026-02-09,34.0,0.3955,0.0145,0.8965,0.4577,0.3709,0.0368,0.8883,0.4453,0.3542,0.0136,0.8742,0.4368
2026-02-10 21:00:00,2026-02-09,35.0,0.5132,0.0758,0.9912,0.5327,0.461,0.0865,0.9787,0.5103,0.4587,0.0946,1.0,0.523
2026-02-10 22:00:00,2026-02-09,36.0,0.7766,0.2707,0.9642,0.7693,0.7956,0.2717,0.9824,0.7285,0.746,0.2548,0.9628,0.7656
2026-02-10 23:00:00,2026-02-09,37.0,0.9502,0.6449,0.9901,0.9092,0.9409,0.6323,1.0,0.9132,0.9666,0.684,0.9935,0.8985
2026-02-11 00:00:00,2026-02-10,14.0,0.9825,0.9116,1.0,0.9549,0.98,0.9265,1.0,0.9613,0.9758,0.9094,0.9936,0.9471
2026-02-11 01:00:00,2026-02-10,15.0,0.9795,0.8931,1.0,0.9524,0.9829,0.9076,1.0,0.9557,0.9754,0.9024,0.9928,0.9381
2026-02-11 02:00:00,2026-02-10,16.0,0.9523,0.7509,0.9989,0.9369,0.9534,0.8444,0.9999,0.9397,0.954,0.8102,0.9902,0.9347
2026-02-11 03:00:00,2026-02-10,17.0,0.8704,0.3975,0.9974,0.8622,0.8779,0.446,1.0,0.8217,0.9099,0.4929,0.991,0.8423
2026-02-11 04:00:00,2026-02-10,18.0,0.8603,0.3856,0.9953,0.7943,0.8171,0.368,1.0,0.8632,0.8479,0.3467,0.9897,0.7927
2026-02-11 05:00:00,2026-02-10,19.0,0.6581,0.1374,0.9657,0.6511,0.6242,0.1509,0.9916,0.6341,0.6284,0.0862,0.9735,0.6105
2026-02-11 06:00:00,2026-02-10,20.0,0.2657,0.0,0.7099,0.3295,0.2743,0.0,0.7264,0.3082,0.298,0.0,0.7182,0.3078
2026-02-11 07:00:00,2026-02-10,21.0,0.129,0.0,0.3742,0.1384,0.0865,0.0,0.3507,0.1227,0.0859,0.0,0.3423,0.1239
2026-02-11 08:00:00,2026-02-10,22.0,0.0719,0.0,0.2375,0.0724,0.0507,0.0014,0.2662,0.074,0.049,0.0,0.2513,0.0694
2026-02-11 09:00:00,2026-02-10,23.0,0.0641,0.0,0.2199,0.0958,0.0686,0.001,0.2504,0.0949,0.0625,0.0,0.2596,0.0884
2026-02-11 10:00:00,2026-02-10,24.0,0.0533,0.0,0.3494,0.1297,0.081,0.0,0.3573,0.1326,0.0765,0.0,0.3657,0.1238
2026-02-11 11:00:00,2026-02-10,25.0,0.2435,0.0266,0.5711,0.261,0.2058,0.0576,0.5134,0.2769,0.2556,0.0342,0.5184,0.2702
2026-02-11 12:00:00,2026-02-10,26.0,0.2358,0.0388,0.7904,0.4139,0.2216,0.0576,0.791,0.3956,0.2646,0.03,0.8342,0.3988
2026-02-11 13:00:00,2026-02-10,27.0,0.1597,0.0048,0.7124,0.2519,0.1108,0.0273,0.7383,0.2414,0.1944,0.0022,0.788,0.2817
2026-02-11 14:00:00,2026-02-10,28.0,0.2399,0.0044,0.8265,0.3146,0.1687,0.0258,0.8832,0.3334,0.218,0.0113,0.8702,0.3524
2026-02-11 15:00:00,2026-02-10,29.0,0.5603,0.0985,1.0,0.6001,0.4226,0.0588,1.0,0.5313,0.5259,0.0667,1.0,0.5557
2026-02-11 16:00:00,2026-02-10,30.0,0.8241,0.3408,1.0,0.8043,0.7552,0.3438,1.0,0.7896,0.8407,0.3505,0.9875,0.803
2026-02-11 17:00:00,2026-02-10,31.0,0.9498,0.5056,0.9997,0.8626,0.8872,0.4668,1.0,0.8338,0.9189,0.563,0.9977,0.8669
2026-02-11 18:00:00,2026-02-10,32.0,0.9836,0.8078,1.0,0.9515,0.9883,0.7742,0.9997,0.9495,0.9736,0.7901,0.9984,0.958
2026-02-11 19:00:00,2026-02-10,33.0,0.946,0.6901,0.9976,0.9196,0.9468,0.6658,1.0,0.9335,0.9519,0.7136,0.993,0.9102
2026-02-11 20:00:00,2026-02-10,34.0,0.9832,0.8038,1.0,0.9428,0.9875,0.8217,1.0,0.9782,0.9744,0.8268,0.9908,0.952
2026-02-11 21:00:00,2026-02-10,35.0,0.9718,0.8177,1.0,0.9395,0.9835,0.8372,1.0,0.9744,0.9741,0.8424,0.9901,0.9518
2026-02-11 22:00:00,2026-02-10,36.0,0.9731,0.8236,0.9985,0.9298,0.9869,0.8322,0.9996,0.9704,0.9752,0.8236,0.9894,0.9443
2026-02-11 23:00:00,2026-02-10,37.0,0.962,0.6093,0.998,0.8611,0.9702,0.6247,0.998,0.8735,0.9398,0.5824,0.9872,0.8577
2026-02-12 00:00:00,2026-02-11,14.0,0.6789,0.2209,0.9519,0.6519,0.6599,0.2046,0.948,0.6646,0.6969,0.2238,0.9475,0.6615
2026-02-12 01:00:00,2026-02-11,15.0,0.6832,0.2507,0.9574,0.6601,0.6691,0.216,0.9718,0.6745,0.6888,0.2486,0.9492,0.6775
2026-02-12 02:00:00,2026-02-11,16.0,0.6438,0.2106,0.9546,0.6214,0.6372,0.2211,0.9749,0.6482,0.6795,0.2195,0.9649,0.6582
2026-02-12 03:00:00,2026-02-11,17.0,0.5864,0.1453,0.9193,0.5488,0.5822,0.1443,0.9259,0.5404,0.5994,0.1232,0.9281,0.5424
2026-02-12 04:00:00,2026-02-11,18.0,0.4733,0.0567,0.8384,0.473,0.4847,0.0706,0.8446,0.4743,0.4702,0.0656,0.8511,0.4737
2026-02-12 05:00:00,2026-02-11,19.0,0.5042,0.0604,0.8127,0.4479,0.4817,0.0653,0.8094,0.4599,0.4726,0.0707,0.8132,0.4891
2026-02-12 06:00:00,2026-02-11,20.0,0.3086,0.0143,0.7716,0.357,0.3588,0.0231,0.7752,0.3694,0.3228,0.0305,0.7716,0.3805
2026-02-12 07:00:00,2026-02-11,21.0,0.2479,0.012,0.6537,0.2872,0.2682,0.016,0.662,0.3162,0.2528,0.0133,0.6313,0.2898
2026-02-12 08:00:00,2026-02-11,22.0,0.167,0.0,0.4251,0.1736,0.1607,0.0057,0.4718,0.1755,0.1547,0.0049,0.4393,0.16
2026-02-12 09:00:00,2026-02-11,23.0,0.0737,0.0,0.239,0.1256,0.1033,0.003,0.3042,0.1149,0.0845,0.0,0.2557,0.1084
2026-02-12 10:00:00,2026-02-11,24.0,0.0446,0.0,0.1502,0.0857,0.06,0.0004,0.189,0.0734,0.0425,0.0,0.204,0.0841
2026-02-12 11:00:00,2026-02-11,25.0,0.0167,0.0,0.1008,0.0749,0.0247,0.0003,0.1324,0.0532,0.0249,0.0,0.1346,0.0623
2026-02-12 12:00:00,2026-02-11,26.0,0.0257,0.0,0.0947,0.0664,0.0285,0.0,0.164,0.0546,0.033,0.0,0.1156,0.0455
2026-02-12 13:00:00,2026-02-11,27.0,0.0183,0.0,0.081,0.0665,0.0225,0.0,0.1336,0.0599,0.0184,0.0,0.0863,0.0533
2026-02-12 14:00:00,2026-02-11,28.0,0.0236,0.0,0.082,0.0673,0.0252,0.0,0.1303,0.0631,0.018,0.0,0.1028,0.0651
2026-02-12 15:00:00,2026-02-11,29.0,0.028,0.0,0.1206,0.0771,0.0247,0.0,0.1437,0.069,0.0263,0.0,0.1377,0.0837
2026-02-12 16:00:00,2026-02-11,30.0,0.0446,0.0,0.1314,0.0855,0.0415,0.0,0.1573,0.0818,0.0407,0.0,0.1619,0.0941
2026-02-12 17:00:00,2026-02-11,31.0,0.1014,0.0,0.2232,0.1252,0.0999,0.0001,0.2525,0.1295,0.1048,0.0,0.3106,0.14
2026-02-12 18:00:00,2026-02-11,32.0,0.111,0.0,0.248,0.1339,0.0944,0.0005,0.2487,0.1242,0.1179,0.0,0.2547,0.1526
2026-02-12 19:00:00,2026-02-11,33.0,0.1685,0.0013,0.4137,0.2572,0.1772,0.0088,0.5096,0.2495,0.1664,0.0169,0.4093,0.2531
2026-02-12 20:00:00,2026-02-11,34.0,0.2086,0.0057,0.4659,0.2847,0.2475,0.013,0.4939,0.2835,0.2174,0.0161,0.4567,0.2819
2026-02-12 21:00:00,2026-02-11,35.0,0.2294,0.007,0.5332,0.2826,0.2634,0.0171,0.5235,0.2925,0.2398,0.0196,0.5214,0.27
2026-02-12 22:00:00,2026-02-11,36.0,0.2097,0.0006,0.5553,0.284,0.2345,0.015,0.5704,0.2777,0.219,0.0184,0.5743,0.274
2026-02-12 23:00:00,2026-02-11,37.0,0.122,0.0,0.4776,0.1875,0.141,0.0156,0.4849,0.2059,0.1365,0.0038,0.4403,0.1894
2026-02-13 00:00:00,2026-02-12,14.0,0.0187,0.0,0.1238,0.1105,0.0198,0.0,0.1308,0.1021,0.0351,0.0,0.0989,0.0943
2026-02-13 01:00:00,2026-02-12,15.0,0.0223,0.0,0.1122,0.0949,0.0234,0.0,0.1453,0.093,0.0382,0.0,0.1071,0.0799
2026-02-13 02:00:00,2026-02-12,16.0,0.0216,0.0,0.0946,0.0916,0.0126,0.0,0.0832,0.0783,0.0127,0.0,0.0873,0.0601
2026-02-13 03:00:00,2026-02-12,17.0,0.0242,0.0,0.0774,0.0949,0.0116,0.0,0.0858,0.0917,0.0166,0.0,0.0604,0.0734
2026-02-13 04:00:00,2026-02-12,18.0,0.0182,0.0,0.0654,0.0969,0.0118,0.0,0.1002,0.0995,0.0194,0.0,0.0492,0.0769
2026-02-13 05:00:00,2026-02-12,19.0,0.0123,0.0,0.0947,0.0935,0.0175,0.0,0.1008,0.0932,0.0226,0.0,0.0751,0.0862
2026-02-13 06:00:00,2026-02-12,20.0,0.0305,0.0,0.1527,0.0916,0.0313,0.0007,0.1858,0.1044,0.0238,0.0,0.1532,0.1043
2026-02-13 07:00:00,2026-02-12,21.0,0.036,0.0,0.1613,0.0855,0.0212,0.0001,0.1465,0.0859,0.0249,0.0,0.1367,0.0991
2026-02-13 08:00:00,2026-02-12,22.0,0.0297,0.0,0.152,0.085,0.0262,0.0001,0.159,0.0863,0.0263,0.0,0.1213,0.0968
2026-02-13 09:00:00,2026-02-12,23.0,0.0368,0.0,0.1487,0.0685,0.0287,0.0,0.171,0.0736,0.0286,0.0,0.1496,0.0868
2026-02-13 10:00:00,2026-02-12,24.0,0.026,0.0,0.1023,0.0534,0.0224,0.0,0.1201,0.0638,0.023,0.0,0.1281,0.0746
2026-02-13 11:00:00,2026-02-12,25.0,0.0122,0.0,0.0899,0.0493,0.0107,0.0,0.1256,0.0543,0.0137,0.0,0.0819,0.0569
2026-02-13 12:00:00,2026-02-12,26.0,0.0112,0.0,0.0751,0.0526,0.0166,0.0,0.129,0.0593,0.0099,0.0,0.0524,0.0438
2026-02-13 13:00:00,2026-02-12,27.0,0.009,0.0,0.0492,0.0504,0.01,0.0,0.0459,0.0519,0.0088,0.0,0.0342,0.0488
2026-02-13 14:00:00,2026-02-12,28.0,0.0118,0.0,0.0463,0.0516,0.011,0.0,0.0443,0.0497,0.0098,0.0,0.0466,0.0512
2026-02-13 15:00:00,2026-02-12,29.0,0.0229,0.0,0.0665,0.0639,0.0139,0.0,0.0778,0.0577,0.0173,0.0,0.0741,0.0649
2026-02-13 16:00:00,2026-02-12,30.0,0.0371,0.0,0.1346,0.0729,0.0167,0.0,0.1408,0.0587,0.0156,0.0,0.1094,0.0785
2026-02-13 17:00:00,2026-02-12,31.0,0.0411,0.0,0.1943,0.0932,0.0286,0.0,0.1592,0.0889,0.033,0.0,0.2017,0.1073
2026-02-13 18:00:00,2026-02-12,32.0,0.0491,0.0,0.198,0.0989,0.036,0.0,0.1674,0.0843,0.0293,0.0,0.2118,0.0862
2026-02-13 19:00:00,2026-02-12,33.0,0.0604,0.0,0.2625,0.1057,0.0451,0.0,0.252,0.1028,0.0402,0.0,0.189,0.1047
2026-02-13 20:00:00,2026-02-12,34.0,0.0621,0.0,0.2765,0.118,0.0349,0.0001,0.2917,0.0969,0.0451,0.0,0.2287,0.1219
2026-02-13 21:00:00,2026-02-12,35.0,0.1062,0.0,0.4114,0.1843,0.0824,0.0018,0.3926,0.1781,0.1005,0.0,0.361,0.1775
2026-02-13 22:00:00,2026-02-12,36.0,0.2085,0.004,0.5767,0.2708,0.2119,0.0086,0.6769,0.278,0.2218,0.0097,0.5553,0.3066
2026-02-13 23:00:00,2026-02-12,37.0,0.3452,0.064,0.7509,0.4429,0.3728,0.081,0.8165,0.4202,0.3619,0.0641,0.7851,0.4154
2026-02-14 00:00:00,2026-02-13,14.0,0.632,0.2454,0.9736,0.6337,0.6767,0.2965,0.9821,0.6264,0.6214,0.2665,0.9567,0.6067
2026-02-14 01:00:00,2026-02-13,15.0,0.7589,0.3455,0.9927,0.7164,0.7937,0.3429,0.9863,0.7286,0.7567,0.3582,0.975,0.7354
2026-02-14 02:00:00,2026-02-13,16.0,0.8159,0.382,0.9941,0.8075,0.8588,0.4541,0.9893,0.7943,0.8213,0.3722,0.9768,0.8046
2026-02-14 03:00:00,2026-02-13,17.0,0.8897,0.4548,1.0,0.8889,0.9474,0.4703,0.9937,0.8742,0.9348,0.4194,0.9781,0.8736
2026-02-14 04:00:00,2026-02-13,18.0,0.9189,0.4157,0.9842,0.8752,0.9134,0.4509,0.9828,0.8505,0.9032,0.43,0.9686,0.8597
2026-02-14 05:00:00,2026-02-13,19.0,0.8364,0.3072,0.9868,0.8334,0.8136,0.3313,0.9751,0.8273,0.8147,0.3238,0.9677,0.8019
2026-02-14 06:00:00,2026-02-13,20.0,0.6896,0.1977,0.9519,0.6945,0.686,0.2257,0.9485,0.6465,0.6318,0.1911,0.9503,0.6537
2026-02-14 07:00:00,2026-02-13,21.0,0.344,0.0715,0.8516,0.4162,0.3648,0.0913,0.8251,0.3939,0.3496,0.0731,0.8128,0.4213
2026-02-14 08:00:00,2026-02-13,22.0,0.2154,0.0057,0.724,0.3109,0.247,0.0181,0.766,0.3058,0.2012,0.0209,0.6914,0.2935
2026-02-14 09:00:00,2026-02-13,23.0,0.1895,0.0,0.5919,0.256,0.196,0.0,0.5901,0.2395,0.1476,0.0,0.5678,0.2251
2026-02-14 10:00:00,2026-02-13,24.0,0.1733,0.0,0.6203,0.2774,0.1807,0.0092,0.6719,0.2577,0.2002,0.0,0.6294,0.2581
2026-02-14 11:00:00,2026-02-13,25.0,0.1746,0.0,0.609,0.2751,0.1648,0.0027,0.6733,0.2342,0.192,0.0,0.6235,0.2688
2026-02-14 12:00:00,2026-02-13,26.0,0.1474,0.0,0.5664,0.27,0.1391,0.0091,0.5754,0.248,0.1646,0.0046,0.606,0.2534
2026-02-14 13:00:00,2026-02-13,27.0,0.2383,0.0,0.633,0.3158,0.1907,0.017,0.6679,0.3189,0.2456,0.0097,0.6924,0.3096
2026-02-14 14:00:00,2026-02-13,28.0,0.2559,0.0,0.6883,0.3688,0.2445,0.0074,0.6588,0.3559,0.2836,0.0083,0.7533,0.3762
2026-02-14 15:00:00,2026-02-13,29.0,0.1671,0.0,0.539,0.2795,0.1631,0.0056,0.5225,0.2836,0.175,0.0034,0.5949,0.2789
2026-02-14 16:00:00,2026-02-13,30.0,0.2337,0.0,0.6131,0.3048,0.2226,0.0029,0.6216,0.317,0.2384,0.002,0.6131,0.2753
2026-02-14 17:00:00,2026-02-13,31.0,0.2888,0.0,0.7157,0.3725,0.2807,0.0119,0.6736,0.3647,0.2815,0.0041,0.6542,0.3436
2026-02-14 18:00:00,2026-02-13,32.0,0.2863,0.0095,0.6041,0.3424,0.2719,0.0215,0.6499,0.3294,0.268,0.0189,0.6402,0.3171
2026-02-14 19:00:00,2026-02-13,33.0,0.2027,0.0066,0.6089,0.323,0.2062,0.014,0.5958,0.3136,0.2136,0.0059,0.6533,0.3119
2026-02-14 20:00:00,2026-02-13,34.0,0.1148,0.0,0.4892,0.2299,0.1237,0.0021,0.421,0.2519,0.1496,0.0,0.5033,0.2592
2026-02-14 21:00:00,2026-02-13,35.0,0.1149,0.0,0.4327,0.1889,0.1207,0.0005,0.4005,0.1921,0.1174,0.0,0.4166,0.2007
2026-02-14 22:00:00,2026-02-13,36.0,0.0798,0.0,0.2981,0.15,0.0818,0.0008,0.3008,0.1565,0.0892,0.0,0.3052,0.159
2026-02-14 23:00:00,2026-02-13,37.0,0.0643,0.0,0.2437,0.1224,0.0733,0.0,0.2546,0.1061,0.057,0.0,0.2522,0.1109
2026-02-15 00:00:00,2026-02-14,14.0,0.0207,0.0,0.1125,0.0541,0.0133,0.0,0.1125,0.0578,0.0181,0.0,0.1184,0.0611
2026-02-15 01:00:00,2026-02-14,15.0,0.0103,0.0,0.0969,0.0367,0.0202,0.0,0.0996,0.0406,0.0117,0.0,0.0851,0.0397
2026-02-15 02:00:00,2026-02-14,16.0,0.0123,0.0,0.0411,0.0364,0.017,0.0,0.0744,0.0328,0.0111,0.0,0.0627,0.0278
